setup,downloadTime
0.09202003479003906,0.0024940967559814453
0.001711130142211914,0.0025086402893066406
0.0016651153564453125,0.002424478530883789
0.0016617774963378906,0.0015468597412109375
0.0017185211181640625,0.0015583038330078125
0.0016067028045654297,0.0015232563018798828
0.0016028881072998047,0.001516103744506836
0.0016326904296875,0.0015320777893066406
0.001661062240600586,0.0015761852264404297
0.0017020702362060547,0.0015583038330078125
0.0017473697662353516,0.001512289047241211
0.0017211437225341797,0.0015571117401123047
0.0016522407531738281,0.0016338825225830078
0.0017058849334716797,0.00167083740234375
0.0017044544219970703,0.0015285015106201172
0.0017113685607910156,0.001569986343383789
0.0016498565673828125,0.0015323162078857422
0.0016193389892578125,0.0015234947204589844
0.0016946792602539062,0.0016508102416992188
0.0017120838165283203,0.001577138900756836
0.0017094612121582031,0.0015316009521484375
0.0017261505126953125,0.0015702247619628906
0.0016257762908935547,0.0015723705291748047
0.002012491226196289,0.001542806625366211
0.0016388893127441406,0.0016260147094726562
0.0016412734985351562,0.001566171646118164
0.0016183853149414062,0.0015726089477539062
0.0016589164733886719,0.0015385150909423828
0.0017323493957519531,0.001561880111694336
0.0016360282897949219,0.0017275810241699219
0.001621246337890625,0.0015892982482910156
0.0017211437225341797,0.00159454345703125
0.0016696453094482422,0.0015444755554199219
0.0017096996307373047,0.0016376972198486328
0.0018279552459716797,0.0015957355499267578
0.0016252994537353516,0.0015747547149658203
0.001775979995727539,0.0016052722930908203
0.0017459392547607422,0.0015726089477539062
0.0016160011291503906,0.00156402587890625
0.0016551017761230469,0.0015828609466552734
0.0016608238220214844,0.001580953598022461
0.0016589164733886719,0.0015473365783691406
0.0017056465148925781,0.001584768295288086
0.0017659664154052734,0.0015976428985595703
0.0017125606536865234,0.0015530586242675781
0.0017216205596923828,0.0016131401062011719
0.0017435550689697266,0.0016124248504638672
0.001733541488647461,0.0015769004821777344
0.0016107559204101562,0.0018651485443115234
0.0017483234405517578,0.001615762710571289
0.0017428398132324219,0.001605987548828125
0.0017018318176269531,0.0015881061553955078
0.0016214847564697266,0.0015799999237060547
0.001743316650390625,0.0016205310821533203
0.0017194747924804688,0.001619577407836914
0.0016264915466308594,0.0015523433685302734
0.0017595291137695312,0.0016210079193115234
0.0016160011291503906,0.001577615737915039
0.0017154216766357422,0.0015654563903808594
0.0017023086547851562,0.001611471176147461
0.0016379356384277344,0.0015740394592285156
0.0017175674438476562,0.0017046928405761719
0.0017137527465820312,0.0015850067138671875
0.0016243457794189453,0.001598358154296875
0.0016109943389892578,0.001590728759765625
0.0019009113311767578,0.0016088485717773438
0.0016107559204101562,0.0016112327575683594
0.0016222000122070312,0.0015892982482910156
0.0017170906066894531,0.0016009807586669922
0.0016150474548339844,0.0015709400177001953
0.001699686050415039,0.001607656478881836
0.0017232894897460938,0.001627206802368164
0.0017070770263671875,0.0016255378723144531
0.0016429424285888672,0.0015478134155273438
0.0019276142120361328,0.0016262531280517578
0.0017056465148925781,0.0016171932220458984
0.0017189979553222656,0.0015971660614013672
0.0017042160034179688,0.0016274452209472656
0.0017116069793701172,0.0016303062438964844
0.001623392105102539,0.0015912055969238281
0.0016040802001953125,0.0016095638275146484
0.0016109943389892578,0.0016627311706542969
0.0016314983367919922,0.0016062259674072266
0.0016222000122070312,0.001621246337890625
0.0016252994537353516,0.0016167163848876953
0.0016911029815673828,0.0016026496887207031
0.0016329288482666016,0.001653909683227539
0.0016205310821533203,0.0015397071838378906
0.0017769336700439453,0.0015549659729003906
0.001611471176147461,0.0024111270904541016
0.0016317367553710938,0.00153350830078125
0.001657724380493164,0.00157928466796875
0.0017070770263671875,0.0017633438110351562
0.0016074180603027344,0.0015995502471923828
0.001668691635131836,0.001543283462524414
0.0017979145050048828,0.0015761852264404297
0.0016338825225830078,0.0016121864318847656
0.001712799072265625,0.0015861988067626953
0.0016291141510009766,0.0016143321990966797
0.0016093254089355469,0.0015912055969238281
0.0016412734985351562,0.0016057491302490234
0.0017855167388916016,0.0017042160034179688
0.0016562938690185547,0.001588582992553711
0.0016021728515625,0.0016078948974609375
0.0017116069793701172,0.0016355514526367188
0.0017108917236328125,0.0016281604766845703
0.0016169548034667969,0.0016422271728515625
0.0016133785247802734,0.001644134521484375
0.0016176700592041016,0.001577138900756836
0.0016341209411621094,0.0016133785247802734
0.0017082691192626953,0.0016863346099853516
0.001665353775024414,0.0015878677368164062
0.0018265247344970703,0.0016317367553710938
0.0017497539520263672,0.0016036033630371094
0.0017178058624267578,0.0016384124755859375
0.0016252994537353516,0.0015914440155029297
0.0018367767333984375,0.0016601085662841797
0.0016510486602783203,0.0016946792602539062
0.0016989707946777344,0.0016856193542480469
0.001678466796875,0.0015935897827148438
0.0016069412231445312,0.0016126632690429688
0.0016236305236816406,0.0016536712646484375
0.001760244369506836,0.0016367435455322266
0.0016391277313232422,0.0016021728515625
0.0015988349914550781,0.0016393661499023438
0.0016167163848876953,0.0015976428985595703
0.0017075538635253906,0.0016326904296875
0.0016210079193115234,0.0017023086547851562
0.0017309188842773438,0.0017447471618652344
